reviewId,review,score,gender,location,date,sentiment,Tópico_Dominante
11091,Its actually good,5,male,"Warsaw, Poland",2015-11-14,positivo,0
11092,Exceptional,5,male,"Calgary, Canada",2017-04-27,positivo,2
11093,Buggy but amazing,5,male,"Vancouver, Canada",2017-07-18,positivo,0
11094,"😲 I have been looking for the perfect music app for me for years I think I just found it ☺️ It has been a nightmare with the other guys but this one is spot on I would have never installed this if a friend hadn't told me I could... Android phone The transition between songs is flawless among so many great things So far so good GREAT JOB THANKS Well, loved this app but when I pulled up the site it didn't load automatically like normal & I cannot sign in I had to cancel the account",5,female,"Sydney, Australia",2018-05-25,positivo,1
11095,Not too bad,5,female,"Nadi, Fiji",2018-04-03,positivo,0
11096,It is good,5,female,"Cali, Colombia",2017-11-06,positivo,0
11097,No complains so far.,5,male,"Rome, Italy",2015-11-16,positivo,1
11098,Shat my bed,5,male,"Jakarta, Indonesia",2016-03-01,positivo,1
11099,Dgsh the,5,female,"Quito, Ecuador",2017-11-26,positivo,1
11100,fantastic,5,male,"San Antonio, United States",2016-10-08,positivo,0
11101,"dis was uitstekend , asb maak di layout beter asb!!!",5,female,"Córdoba, Argentina",2017-12-09,positivo,1
11102,"I absolutely love the music selection! So many songs that I thought wouldn't be on here, were!",5,male,"Houston, United States",2017-03-13,positivo,2
11103,this is what MUSIC 🎶 SOUNDS LIKE!!,5,male,"San Diego, United States",2016-11-12,positivo,2
11104,Super streamlined!,5,male,"Madrid, Spain",2015-07-08,positivo,0
11105,Great app for music.,5,male,"Jacksonville, United States",2016-12-08,positivo,2
11106,wipes the floor with Spotify as it has lossless audio,5,male,"Tripoli, Libya",2016-07-13,positivo,2
11107,the best music streaming service,5,female,"Arequipa, Peru",2017-11-25,positivo,2
11108,I love it. I never switched to Spotify so apple knows my music taste well.,5,male,"Geneva, Switzerland",2015-10-07,positivo,2
11109,Manisha khandare 😘😘,5,male,"Cape Town, South Africa",2016-04-27,positivo,1
11110,There's nothing better than to have apple music on your phone then you always have your music with you,5,female,"Perth, Australia",2018-05-17,positivo,2
11111,gchh hai laadle baba ki dyaa t,5,female,"Arequipa, Peru",2018-03-26,positivo,1
11112,Good,5,female,"Gold Coast, Australia",2018-07-13,positivo,0
11113,Simply put amazing app,5,male,"Karachi, Pakistan",2016-04-09,positivo,2
11114,"Confused, I'm over 18!",5,female,"La Paz, Bolivia",2017-12-05,positivo,2
11115,"BTS JIN's ""HAPPY"" album is the best. Talk about an amazing artist who can bring such joy and love in each song to all ARMYs and fans. Thank you so much JIN. Looking forward to seeing you in person 🙆‍♀️💜",5,male,"Cancun, Mexico",2017-02-21,positivo,1
11116,"I love to listen to music on this app even if I have to pay for it, no commercials at all",5,male,"Addis Ababa, Ethiopia",2016-07-25,positivo,2
11117,"I still have some deep cuts that Apple music can't bring to me, but it does a pretty good job across the board. I don't buy as many CDs and I don't have to carry around my 200 CD case, but I do need to have my stereo have Bluetooth now. Technology...",5,male,"Montreal, Canada",2017-01-23,positivo,1
11118,Chinemeremokoli,5,male,"Boston, United States",2017-03-30,positivo,1
11119,it's music to my ears,5,male,"Addis Ababa, Ethiopia",2016-07-19,positivo,2
11120,apple provide more better quality songs. then android apple have best ecosystem,5,male,"Tunis, Tunisia",2016-06-19,positivo,2
11121,Awesome,5,female,"Quito, Ecuador",2017-11-09,positivo,2
11122,I like it,5,female,"Denver, United States",2017-10-11,positivo,0
11123,Apple Music is the best music streaming service!,5,male,"Monterrey, Mexico",2017-01-29,positivo,2
11124,Bangs well when you listen to wizkid songs. #morayo the album,5,male,"Busan, South Korea",2016-04-04,positivo,1
11125,gud,5,male,"Denver, United States",2016-11-24,positivo,0
11126,It is good to use or see & you can make it more better quality/maintenance of products & apps/websites & services etc company 🙏🎂🎈👍❤️🇮🇳.,5,male,"San Jose, United States",2017-05-21,positivo,1
11127,Nice app,5,male,"Denver, United States",2017-01-04,positivo,0
11128,❤️,5,male,"Washington DC, United States",2016-11-19,positivo,0
11129,Like all song,5,male,"Oslo, Norway",2015-09-09,positivo,0
11130,Love it easy to download ect,5,female,"Montevideo, Uruguay",2018-02-01,positivo,1
11131,This is a good app,5,male,"Dallas, United States",2017-07-24,positivo,0
11132,Ok,5,female,"Canberra, Australia",2018-07-08,positivo,0
11133,Love it,5,male,"Seoul, South Korea",2016-02-28,positivo,2
11134,Okonkwo chukwudi,5,male,"Accra, Ghana",2016-05-19,positivo,1
11135,Marklittle Marklittle .,5,female,"Melbourne, Australia",2018-06-24,positivo,1
11136,Best music app i had ever seen i an an die hard apple fan 🙂🙂,5,male,"Abuja, Nigeria",2016-06-17,positivo,2
11137,Best app,5,female,"Phoenix, United States",2017-08-29,positivo,2
11138,The app is convenient 🔞💯💯💯💯💯💯💯💯💯💯,5,male,"Tunis, Tunisia",2016-06-08,positivo,0
11139,love the lossless! thanks apple 🍎 🙏,5,male,"Karachi, Pakistan",2016-04-18,positivo,2
11140,Wow so good and cute guys 😎,5,male,"Amsterdam, Netherlands",2015-10-11,positivo,0
11141,The best music player for Android. No doubts.,5,male,"Johannesburg, South Africa",2016-08-17,positivo,2
11142,I love it ❤️,5,male,"Ho Chi Minh City, Vietnam",2016-02-04,positivo,2
11143,only grew aircraft fart,5,male,"Riyadh, Saudi Arabia",2015-11-26,positivo,2
11144,Like 👍,5,female,"Hobart, Australia",2018-07-16,positivo,0
11145,Good,5,male,"San Diego, United States",2017-03-13,positivo,0
11146,Amazing,5,female,"Jacksonville, United States",2017-08-26,positivo,0
11147,Gooood,5,male,"Amsterdam, Netherlands",2015-10-13,positivo,1
11148,"Exceptional Was Looking for a subscription which have access to Nasheeds as well as Quran. The quality is flabbergasting. One suggestion. There seems a new suggestion option, its placed below the playlist and once you add some tracks again you need to scroll down to access the suggestions. Please make it static so even if we add suggestions still it is accessible. Thanks for the audio quality and library 👏🏼👏🏼❤️",5,male,"Quebec City, Canada",2017-06-17,positivo,1
11149,Great app the sound quality is better than spotify,5,male,"Houston, United States",2016-10-10,positivo,2
11150,excellent,5,male,"Mexico City, Mexico",2017-01-07,positivo,0
11151,It contains good music,5,male,"Phoenix, United States",2016-12-30,positivo,2
11152,Md RifAt 🥰😍😍,5,male,"Tel Aviv, Israel",2015-12-18,positivo,1
11153,"Sound Quality is So good and monthly subscription is also affordable and reasonable, It have Dolby digital sound with some songs that feels amazing really satisfied with this 😊",5,female,"Caracas, Venezuela",2018-01-19,positivo,2
11154,"All of my music in one place. Thank you, Apple, for having almost everything available and making the app functional, approachable, and packed with features. Love it.",5,male,"Prague, Czech Republic",2015-10-07,positivo,2
11155,I love it,5,male,"Jerusalem, Israel",2016-03-06,positivo,2
11156,"Constant feed of high quality music on demand anytime, almost anywhere, lossless audio, let's me see what my friends are listening to, It's pretty good. A few songs aren't on there because of licensing issues though.",5,male,"Seville, Spain",2015-10-11,positivo,2
11157,best app for music,5,female,"Auckland, New Zealand",2018-04-07,positivo,2
11158,Very good,5,female,"Chicago, United States",2017-10-23,positivo,0
11159,The Balo Abuja,5,male,"Hamburg, Germany",2015-11-19,positivo,1
11160,पतिराम साहु भोपाल मध्यप्रदेश,5,female,"Queenstown, New Zealand",2018-06-01,positivo,1
11161,Is so beautiful,5,male,"Karachi, Pakistan",2016-01-29,positivo,2
11162,Apple quality was good,5,male,"Los Angeles, United States",2017-06-11,positivo,2
11163,Good,5,male,"Copenhagen, Denmark",2015-09-24,positivo,0
11164,I collected music to store on my analog tapes.,5,male,"Calgary, Canada",2016-11-05,positivo,2
11165,Only thing that Apple is good at,5,female,"Brisbane, Australia",2018-05-20,positivo,0
11166,Most exclusive,5,female,"Adelaide, Australia",2018-06-01,positivo,1
11167,✌🏾🐼,5,male,"Dakar, Senegal",2016-06-07,positivo,0
11168,Clear signal always,5,male,"Abuja, Nigeria",2016-07-31,positivo,2
11169,Very nice music app 👍👍,5,male,"Frankfurt, Germany",2015-09-01,positivo,0
11170,Best sound hands down...!,5,male,"San Jose, United States",2017-06-15,positivo,2
11171,Much has changed and improved since it first came out. Love it so far.,5,male,"Seoul, South Korea",2016-03-30,positivo,2
11172,Much better on walkman now.,5,female,"Seattle, United States",2017-09-13,positivo,2
11173,Good,5,male,"Lusaka, Zambia",2016-07-05,positivo,0
11174,Best lossless streaming service on Android,5,male,"Paris, France",2015-09-15,positivo,2
11175,"If you are a spotify user,you need to try to change to apple music because it sounds more better.After changing to apple music,I can't go back to spotify :)",5,male,"Edinburgh, United Kingdom",2015-08-11,positivo,1
11176,Very friendly,5,male,"Chennai, India",2016-03-11,positivo,2
11177,I love it,5,female,"Sydney, Australia",2018-07-13,positivo,2
11178,good,5,male,"Austin, United States",2016-12-25,positivo,0
11179,it's quite a beautiful and amazing app,5,male,"Lagos, Nigeria",2016-08-06,positivo,2
11180,Amit Rajput,5,male,"Algiers, Algeria",2016-08-20,positivo,1
11181,How are you doing,5,male,"Ottawa, Canada",2017-04-17,positivo,0
11182,Good,5,male,"Vancouver, Canada",2017-05-26,positivo,0
11183,Music,5,male,"Manchester, United Kingdom",2015-07-15,positivo,2
11184,Verryygoodd,5,male,"Tunis, Tunisia",2016-05-29,positivo,1
11185,Good It's amazing ☺😀😁?,5,male,"Houston, United States",2017-01-21,positivo,0
11186,Very good,5,male,"Rome, Italy",2015-07-12,positivo,0
11187,The downloaded music does not play on android 9. I don't have the have the same problem with youtube music nor spotify.,5,male,"Dubai, United Arab Emirates",2016-04-09,positivo,2
11188,love it. no other platform can compete.,5,male,"Toronto, Canada",2017-03-24,positivo,2
11189,Great,5,male,"Cancun, Mexico",2016-12-24,positivo,1
11190,Nookie,5,male,"Ottawa, Canada",2017-02-07,positivo,1
11191,"Love the Apple Lossless audio codec. The sound quality is absolutely amazing. Thank you, Apple, for a wonderful product.",5,female,"Washington DC, United States",2017-09-17,positivo,2
11192,Good one 👍🏻😁,5,female,"Quito, Ecuador",2018-01-11,positivo,0
11193,"Amazing audio quality, amazing playlist selection, amazing player ui! The personal music mixes are on spot for me, and the curated playlists are top notch. Far better than the competition imo.",5,male,"Ottawa, Canada",2016-12-07,positivo,2
11194,best music platform ❤️❤️❤️❤️,5,male,"Berlin, Germany",2015-08-07,positivo,2
11195,This App is awesome,5,male,"Vancouver, Canada",2017-02-05,positivo,2
11196,This app helps you to make download music in any language this is why it's better to use this one not those on playstore,5,male,"Lisbon, Portugal",2015-09-22,positivo,1
11197,Top quality sound output and subscription charges are affordable compared to other platforms,5,female,"Port Moresby, Papua New Guinea",2018-04-20,positivo,2
11198,Scroll bar keeps being added and removed. Takes forever to get to my most recent added song in my playlists. I'll give 5 stars again once it's added back. Smh,5,female,"Medellín, Colombia",2018-02-09,positivo,1
11199,"I dumped Spotify for Apple Music after yet another price hike and don't regret it. It does everything Spotify does and I think the recommendations are better. There's a cheap app that can import your Spotify playlists to Apple Music, so there's really no excuse.",5,male,"Pretoria, South Africa",2016-09-02,positivo,2
11200,Offline use,5,male,"Vancouver, Canada",2017-05-21,positivo,2
11201,Goor,5,male,"Kumasi, Ghana",2016-09-13,positivo,1
11202,Jawharun l satul,5,male,"Mexico City, Mexico",2016-12-31,positivo,1
11203,The app I better,5,male,"Birmingham, United Kingdom",2015-08-08,positivo,2
11204,Best of it all,5,male,"Cancun, Mexico",2016-10-07,positivo,2
11205,Coolest place to enjoy music,5,female,"Canberra, Australia",2018-08-24,positivo,2
11206,apple music is even cool in android 😍,5,male,"Lusaka, Zambia",2016-05-30,positivo,2
11207,I just love love love this app!,5,male,"Vancouver, Canada",2016-09-23,positivo,2
11208,Apple Music is way better than Spotify when it comes to song recos and algorithm.,5,male,"Geneva, Switzerland",2015-08-08,positivo,2
11209,Best music app,5,female,"Cali, Colombia",2018-01-25,positivo,2
11210,good app i like it well well,5,female,"São Paulo, Brazil",2017-11-05,positivo,0
11211,Best of the best,5,female,"Hobart, Australia",2018-08-03,positivo,2
11212,I couldn't log in on my Android phone After i put in my apple id nothing happens You guys need to do something about this,5,female,"Adelaide, Australia",2018-07-12,positivo,0
11213,Exceptional,5,male,"Lisbon, Portugal",2015-07-13,positivo,2
11214,Niceeee,5,male,"Amsterdam, Netherlands",2015-11-21,positivo,1
11215,Good,5,female,"Auckland, New Zealand",2018-05-25,positivo,0
11216,Can't say thanks enough🫡 salute to apple. Please don't remove it from Android. Best app loved it😍😘.,5,male,"Prague, Czech Republic",2015-11-03,positivo,1
11217,Fun,5,female,"Wellington, New Zealand",2018-07-28,positivo,0
11218,Best music app in all apps 👌 ♥️♥️,5,female,"Santiago, Chile",2018-01-24,positivo,2
11219,Lovely,5,male,"Dar es Salaam, Tanzania",2016-09-14,positivo,0
11220,love love love it,5,female,"Brisbane, Australia",2018-07-21,positivo,2
11221,Excellent 👌,5,male,"Ottawa, Canada",2017-04-04,positivo,0
11222,Very good 😊❤️,5,male,"Hamburg, Germany",2015-09-04,positivo,0
11223,Thee best Music streaming App ever,5,male,"San Jose, United States",2017-06-18,positivo,2
11224,Love Apple Music,5,female,"Denver, United States",2017-09-08,positivo,2
11225,Excellent,5,male,"Cairo, Egypt",2016-08-10,positivo,0
11226,"great app experience, smooth animations, quick and snappy interactions.",5,male,"Guangzhou, China",2016-03-20,positivo,1
11227,Good,5,female,"San Francisco, United States",2017-10-23,positivo,0
11228,can you make it able to share songs on Instagram?,5,female,"Asunción, Paraguay",2018-02-14,positivo,0
11229,Good,5,female,"Salvador, Brazil",2018-02-02,positivo,0
11230,Nice,5,male,"Chicago, United States",2017-02-07,positivo,0
11231,Lnk.bio/nana.official,5,female,"Christchurch, New Zealand",2018-08-20,positivo,1
11232,play my music,5,female,"San Diego, United States",2017-09-07,positivo,2
11233,SEHR gute Musik app. Es ist leicht seine Lieblings Künstler anzuhören und man hat eine Gigantische auswahl. Eine sache die mich besonders beeindruckt hat ist die Lyrics anzeige. Die sieht besonders schön aus und sehr übersichtlich. Vorallem die Synchronisation zwischen Gesang und lyrics das bei vielen songs Wort für Wort die lyrics gezeigt wird ist echt cool. Spotify kann sich davon mal nh scheibe abschneiden 🌚,5,female,"Canberra, Australia",2018-04-27,positivo,1
11234,"With the recent additions and updates, the app has improved drastically. Straight away from 1 to 5. I love using it now. Great work, apple 💯",5,female,"Quito, Ecuador",2018-01-15,positivo,0
11235,"Not showing lengths; inconvenient queue; lags; offline can't go to from a song to the artist; constantly asking whether I want to clear the queue (who's idea was that?); search button works like ""back"" from previous search, so you have to push it 4 times (whyyy)... The app feels like an unfinished project by uni students. Yet all the alternatives are much, much worse. This is actually the only music app that does not lack some vital feature. So, highly recommended, faute de mieux.",5,male,"Tokyo, Japan",2016-01-18,positivo,1
11236,Good app for music I enjoy it,5,male,"Osaka, Japan",2015-12-29,positivo,2
11237,It's very nice app,5,female,"Sydney, Australia",2018-07-16,positivo,0
11238,One of the best apps ! Glad they put this platform on android as well because i switched. Happy customer!,5,male,"Hamburg, Germany",2015-09-09,positivo,2
11239,"With the most recent update, all the problems in comparison to Spotify are fixed! I feel it takes away from the identity of the app, but the user experience is much better than before. Would like to see an option to add songs to the start of the queue instead of the end when swiping.",5,male,"Chennai, India",2016-01-30,positivo,0
11240,Great ‼️,5,male,"Cape Town, South Africa",2016-07-12,positivo,1
11241,I haven't tried this out. I will update it when I try it out!,5,male,"Marseille, France",2015-07-06,positivo,0
11242,Thank you so much for this app illd love to use it from Tanaka Mharakurwa,5,male,"Tokyo, Japan",2015-12-28,positivo,2
11243,love that fact that I can use this app even with android,5,female,"Guayaquil, Ecuador",2017-11-25,positivo,2
11244,"I was a iOS user and I recently switched to Android but I'm still using Apple Music, because it is the best and way better than any other music app.",5,male,"Toronto, Canada",2017-01-14,positivo,2
11245,Luv it!,5,male,"Boston, United States",2017-06-23,positivo,0
11246,The best quality of music streaming. Nothing compares to it,5,female,"San Diego, United States",2017-09-02,positivo,2
11247,"Apple Music, with its introduction of lossless audio, stands as a commendable boon to audiophiles, elevating the auditory experience by providing uncompromised sound quality.",5,male,"Tunis, Tunisia",2016-04-27,positivo,2
11248,Optional,5,male,"Los Angeles, United States",2017-07-15,positivo,2
11249,LOVE THIS APP ❤️,5,female,"Sydney, Australia",2018-07-25,positivo,2
11250,Excellent,5,female,"Cali, Colombia",2018-03-01,positivo,0
11251,Very good 😊😊😊,5,male,"Beijing, China",2015-12-01,positivo,0
11252,I used all music streaming apps but in the sound quality apple music is the superior,5,male,"Tel Aviv, Israel",2016-02-20,positivo,2
11253,Good,5,male,"Paris, France",2015-10-09,positivo,0
11254,Good,5,female,"Quito, Ecuador",2017-11-02,positivo,0
11255,Great app. Please bring this app on WearOS also.,5,male,"Athens, Greece",2015-10-11,positivo,1
11256,best music streaming platform,5,male,"Taipei, Taiwan",2016-03-04,positivo,2
11257,"great sound quality, attractive interface, every song you can think of, option to download music, customizable playlists (playlist cover, name, order) great music app",5,male,"Mexico City, Mexico",2016-09-20,positivo,1
11258,exceptional,5,male,"Krakow, Poland",2015-11-24,positivo,2
11259,Best,5,female,"Rio de Janeiro, Brazil",2018-03-25,positivo,2
11260,I really enjoy apple music,5,male,"Chennai, India",2016-03-08,positivo,2
11261,🦑,5,male,"Harare, Zimbabwe",2016-08-14,positivo,0
11262,Best of all🤩,5,female,"Montevideo, Uruguay",2017-12-31,positivo,2
11263,Best,5,female,"La Paz, Bolivia",2017-11-21,positivo,2
11264,MY FAVORITE 🇺🇲🇺🇲🇺🇲,5,male,"Lyon, France",2015-10-26,positivo,2
11265,It's goods more than you think family,5,male,"Boston, United States",2016-11-18,positivo,0
11266,I love it,5,male,"Philadelphia, United States",2016-10-22,positivo,2
11267,Best quality of sound 🤍 Also on 🤖,5,female,"Montevideo, Uruguay",2017-11-12,positivo,2
11268,Extremely interesting,5,male,"Brussels, Belgium",2015-11-14,positivo,1
11269,I am very impressed with how well it works compared to natively on Apple devices. In fact it has some advantages on Android due to being able to support lossless audio much easier than on iPhone 😂😂. I use the Sony wh-1000xm4 and it sounds amazing,5,female,"Bogotá, Colombia",2018-02-17,positivo,2
11270,Pressuring and boms other websites who doesn't pay,5,female,"Salvador, Brazil",2017-11-23,positivo,2
11271,SMOOTH,5,male,"Brussels, Belgium",2015-09-03,positivo,2
11272,"I LOVE the lyrics, and the slider to turn down or remove vocals",5,male,"Shenzhen, China",2016-01-29,positivo,1
11273,Well done,5,male,"Krakow, Poland",2015-08-16,positivo,0
11274,Never use it on my iPad,5,male,"San Jose, United States",2016-12-22,positivo,0
11275,Love this music app,5,male,"Boston, United States",2016-10-13,positivo,2
11276,Cool,5,female,"Auckland, New Zealand",2018-07-12,positivo,0
11277,Vicentfransic,5,male,"Washington DC, United States",2017-03-28,positivo,1
11278,Very Good App And I Prefer This Then Spotify.Now That I'm Getting The iPhone 16 Plus ima be using this all the time also please add the volume bar on Android cause I*my iPhone 16 Plus just arrived*anyways now that Im on apple music on my iphone There's a volume bar add it to Android cause in school no way I'm bringing my iphone,5,male,"Durban, South Africa",2016-07-07,positivo,0
11279,Best music listening experience with many customization and high quality loseless audio totally love it.❤,5,female,"Auckland, New Zealand",2018-05-13,positivo,2
11280,such a really great audio quality💥‼️,5,male,"Nairobi, Kenya",2016-08-19,positivo,2
11281,好好好 但是经常不让放一些歌曲,5,female,"Brasília, Brazil",2018-02-19,positivo,1
11282,My favourite 😘 music 🎵,5,female,"San Francisco, United States",2017-10-04,positivo,2
11283,im sorry but its better then spotify,5,male,"Taipei, Taiwan",2015-12-26,positivo,2
11284,Just love it,5,female,"Brisbane, Australia",2018-04-20,positivo,2
11285,😎😋,5,male,"Calgary, Canada",2016-10-15,positivo,0
11286,"Love the live album covers, best sound quality out of any music streaming app. Decent monthly price. Also love the synced lyrics. The spatial audio is great too.",5,female,"Los Angeles, United States",2017-08-24,positivo,2
11287,Good,5,male,"Toronto, Canada",2017-07-31,positivo,0
11288,Good,5,male,"Addis Ababa, Ethiopia",2016-08-28,positivo,0
11289,Love love the performances!,5,female,"Hobart, Australia",2018-06-02,positivo,2
11290,I like this app,5,male,"Copenhagen, Denmark",2015-10-12,positivo,0
11291,It's nice apps,5,male,"Los Angeles, United States",2017-03-23,positivo,0
11292,Best Music streaming android has ever had,5,female,"Adelaide, Australia",2018-03-30,positivo,2
11293,Cool,5,female,"Santiago, Chile",2017-11-15,positivo,0
11294,Better than Spotify and the collection was great 👍 I love apple music collection,5,male,"Singapore, Singapore",2016-02-21,positivo,2
11295,"Really smooth and easy to work with , has nice features and have been using for 2 years on a android 👍",5,female,"Cali, Colombia",2018-02-26,positivo,0
11296,"I'm really in love with Apple Music. I recently discovered it offers Lossless and Hi-Res Lossless quality, which mainstream music players don't have. So, I switched to Apple Music for good. The fact that it supports Android is amazing! Since Tidal and Qobuz aren't available in my country, this was the best choice. I can't wait to experience Hi-Res Lossless songs once I get a DAC. It's going to be incredible!",5,female,"Melbourne, Australia",2018-04-30,positivo,2
11297,Good,5,male,"Abu Dhabi, United Arab Emirates",2015-12-07,positivo,0
11298,I'm happy with Apple Music.,5,female,"Cali, Colombia",2018-03-26,positivo,2
11299,Best Audio quality,5,male,"Denver, United States",2017-05-14,positivo,2
11300,I just got it.,5,male,"San Jose, United States",2017-07-09,positivo,0
11301,Very good,5,female,"Canberra, Australia",2018-06-26,positivo,0
11302,Love My music 🎶,5,male,"Guangzhou, China",2016-03-14,positivo,2
11303,"Always been skeptical of streaming services due to poor quality in the past, but Apple hits this one out of the park. Now I'm just waiting for you guys to make a similar app for Apple TV on android phones.",5,female,"Adelaide, Australia",2018-07-24,positivo,2
11304,Please cancel for my payment for all I not use apple music now I use my phone Samsung now not iPhone Please cancel my account,5,male,"Jerusalem, Israel",2015-12-26,positivo,1
11305,"F ok, serviciu ieftin, iar lossless este absolut o încântare.",5,male,"Manila, Philippines",2016-01-13,positivo,1
11306,"It's good, that's all I can say.",5,male,"Tijuana, Mexico",2017-06-26,positivo,0
11307,Apple music is the best so why y'all talking about it's why is it bad it's actually really good and there's good songs on it so that's why it's five stars,5,male,"Cancun, Mexico",2016-12-18,positivo,0
11308,"Hi Res and Dolby Atmos Tracks, Esay to use.",5,female,"Buenos Aires, Argentina",2018-01-23,positivo,2
11309,"The UI is clean and now when I cAn play lossless audio with Samsung S24 and the Buds2 Pro, it's like a whole new dimension to the sound. Also Apple Music does not sell your data to third party like Spotify.",5,female,"São Paulo, Brazil",2018-03-17,positivo,2
11310,In-depth and personal. My favorite music app.,5,female,"Gold Coast, Australia",2018-04-26,positivo,2
11311,zero complaints. excellent,5,male,"Denver, United States",2017-06-12,positivo,0
11312,Nice very easy,5,female,"Philadelphia, United States",2017-10-01,positivo,0
11313,The best,5,male,"Seoul, South Korea",2016-01-12,positivo,2
11314,It's awesome to Use ❤️,5,female,"Suva, Fiji",2018-06-29,positivo,2
11315,A lot of better than before,5,male,"Houston, United States",2017-01-15,positivo,2
11316,Favourite Music hidden,5,female,"Gold Coast, Australia",2018-07-22,positivo,1
11317,Best Quality,5,male,"Ottawa, Canada",2017-04-16,positivo,2
11318,my best streaming app,5,male,"Valencia, Spain",2015-07-14,positivo,2
11319,My go to music,5,female,"Seattle, United States",2017-09-15,positivo,2
11320,love apple music its the best,5,male,"San Antonio, United States",2017-02-01,positivo,2
11321,♥️,5,female,"Wellington, New Zealand",2018-05-25,positivo,0
11322,Best and most convenient way to listen Hi-res Lossless songs.,5,female,"Nadi, Fiji",2018-07-22,positivo,2
11323,good 👍,5,male,"Amsterdam, Netherlands",2015-10-24,positivo,0
11324,Nifty,5,female,"Rosario, Argentina",2017-12-01,positivo,1
11325,perfect,5,female,"Christchurch, New Zealand",2018-08-03,positivo,1
11326,Great freaking app!!!! I love it,5,male,"Durban, South Africa",2016-08-07,positivo,2
11327,Best subscription I've paid for in a long time.,5,male,"Algiers, Algeria",2016-08-28,positivo,2
11328,good,5,male,"Los Angeles, United States",2016-11-16,positivo,0
11329,Loving,5,male,"Phuket, Thailand",2016-01-06,positivo,1
11330,Good,5,male,"San Diego, United States",2016-12-12,positivo,0
11331,sound quality is better than spotify,5,male,"Cairo, Egypt",2016-06-10,positivo,2
11332,Diao INousss,5,female,"Melbourne, Australia",2018-07-27,positivo,1
11333,"Alem do aplicativo Apple Music, deveria ter os aplicativos Contatos, Calendario, Notas e Mail da Apple. Assim eu nunca mais usaria o iPhone.",5,male,"Tijuana, Mexico",2017-02-13,positivo,0
11334,"Works wonderfully In countries like ours where Spotify, Deezer and other streamers aren't available or good enough, only Apple Music does the trick. At least it worked for me. I found EVERY song i wanted here. And that 3 month free trial period - that's gold.",5,male,"Tijuana, Mexico",2016-10-08,positivo,0
11335,No words,5,male,"Vancouver, Canada",2017-01-12,positivo,2
11336,Streaming quality in Hi-Res is really amazing,5,male,"Dakar, Senegal",2016-07-01,positivo,2
11337,EXCELLENT,5,male,"Bangalore, India",2016-03-30,positivo,0
11338,best music app but can u download music,5,male,"Vienna, Austria",2015-10-24,positivo,2
11339,Good app,5,female,"Ottawa, Canada",2017-09-17,positivo,0
11340,It's the only way to listen to music,5,male,"San Antonio, United States",2016-10-22,positivo,2
11341,Good no complai,5,male,"Lusaka, Zambia",2016-08-12,positivo,0
11342,"such a versatile artist, love his voice",5,male,"San Jose, United States",2017-02-23,positivo,2
11343,This app brings out the real sound of the music other than other music platforms,5,male,"Guangzhou, China",2016-02-20,positivo,2
11344,great ui,5,male,"Philadelphia, United States",2017-04-02,positivo,1
11345,"Liking the auto suggested lists that introduced me to great stuff that I was not aware of... Thanks... I have been an Apple user and fan since the Apple II, and then the MacIntosh was introduced in the 1980s. I'm a big fan of all tech...",5,male,"Windhoek, Namibia",2016-05-08,positivo,1
11346,amazing app. I'm a Samsung user!,5,male,"San Jose, United States",2017-05-03,positivo,0
11347,Love this app,5,male,"Shenzhen, China",2016-04-02,positivo,2
11348,V. Good,5,male,"Tunis, Tunisia",2016-09-14,positivo,0
11349,Jeeva,5,female,"Melbourne, Australia",2018-05-04,positivo,1
11350,Best app for music lovers,5,male,"Washington DC, United States",2017-01-03,positivo,2
11351,Good pk,5,male,"Abuja, Nigeria",2016-06-26,positivo,0
11352,I like it,5,male,"Johannesburg, South Africa",2016-05-19,positivo,0
11353,The best 👌,5,male,"Singapore, Singapore",2016-03-02,positivo,2
11354,Love it,5,male,"Seattle, United States",2016-12-24,positivo,2
11355,good,5,male,"Glasgow, United Kingdom",2015-07-06,positivo,0
11356,Great,5,female,"Vancouver, Canada",2017-10-18,positivo,1
11357,Could not login,5,male,"Rabat, Morocco",2016-08-03,positivo,1
11358,Very nice 👌🏻,5,male,"Jacksonville, United States",2017-04-24,positivo,0
11359,My favorite and now only way I listen to music,5,male,"Los Angeles, United States",2017-01-03,positivo,2
11360,"Just keep improving the music quality, you got Spotify beat🎶👌👍🏽",5,female,"Salvador, Brazil",2017-11-24,positivo,2
11361,Best application for playing music 🎶,5,female,"Medellín, Colombia",2017-11-22,positivo,2
11362,Best music app,5,male,"Hamburg, Germany",2015-11-20,positivo,2
11363,Good,5,female,"Canberra, Australia",2018-06-05,positivo,0
11364,The best app I have,5,female,"Valparaíso, Chile",2017-12-07,positivo,2
11365,Amazing app,5,male,"Austin, United States",2016-11-16,positivo,0
11366,Rafik,5,female,"Christchurch, New Zealand",2018-07-02,positivo,1
11367,im sorry but should uninstal this app cause play music play music is better 🙄,5,male,"Guadalajara, Mexico",2017-03-26,positivo,2
11368,an unmatchable sound quality and a awesome UI. and a simple thing I need here is the sound capsule which is in Spotify,5,male,"Phuket, Thailand",2016-01-28,positivo,2
11369,Wonderful app for music lover's 🎶....,5,male,"Ottawa, Canada",2016-10-01,positivo,2
11370,"love it but try adding like a iTunes wrap of something like that,like what Spotify is doing to see your top 10 artist and top 10 songs every end of the year",5,female,"Quebec City, Canada",2017-10-08,positivo,0
11371,I love it. apple is the best.,5,female,"Dallas, United States",2017-09-14,positivo,2
